upper_power(kW), lower_power(kW), upper_energy(kWh), lower_energy(kWh)
103.785714, -176.214286, 8.928571, -8.928571
103.428571, -176.571429, 8.928571, -8.928571
102.642857, -177.357143, 8.928571, -8.928571
102.214286, -177.785714, 8.928571, -8.928571
102.642857, -177.357143, 8.928571, -8.928571
108.142857, -171.857143, 8.928571, -8.928571
115.714286, -164.285714, 8.928571, -8.928571
122.428571, -157.571429, 8.928571, -8.928571
127.642857, -152.357143, 8.928571, -8.928571
131.214286, -148.785714, 8.928571, -8.928571
133.142857, -146.857143, 8.928571, -8.928571
133.142857, -146.857143, 8.928571, -8.928571
129.214286, -150.785714, 8.928571, -8.928571
122.071429, -157.928571, 8.928571, -8.928571
117.285714, -162.714286, 8.928571, -8.928571
114.500000, -165.500000, 8.928571, -8.928571
112.142857, -167.857143, 8.928571, -8.928571
110.142857, -169.857143, 8.928571, -8.928571
109.000000, -171.000000, 8.928571, -8.928571
107.785714, -172.214286, 8.928571, -8.928571
107.000000, -173.000000, 8.928571, -8.928571
105.785714, -174.214286, 8.928571, -8.928571
105.000000, -175.000000, 8.928571, -8.928571
104.214286, -175.785714, 8.928571, -8.928571
103.000000, -177.000000, 8.928571, -8.928571
102.642857, -177.357143, 8.928571, -8.928571
101.428571, -178.571429, 8.928571, -8.928571
101.000000, -179.000000, 8.928571, -8.928571
102.214286, -177.785714, 8.928571, -8.928571
107.785714, -172.214286, 8.928571, -8.928571
115.285714, -164.714286, 8.928571, -8.928571
122.071429, -157.928571, 8.928571, -8.928571
127.642857, -152.357143, 8.928571, -8.928571
131.214286, -148.785714, 8.928571, -8.928571
133.571429, -146.428571, 8.928571, -8.928571
133.142857, -146.857143, 8.928571, -8.928571
129.571429, -150.428571, 8.928571, -8.928571
121.642857, -158.357143, 8.928571, -8.928571
117.285714, -162.714286, 8.928571, -8.928571
113.714286, -166.285714, 8.928571, -8.928571
111.357143, -168.642857, 8.928571, -8.928571
109.357143, -170.642857, 8.928571, -8.928571
108.142857, -171.857143, 8.928571, -8.928571
107.000000, -173.000000, 8.928571, -8.928571
106.214286, -173.785714, 8.928571, -8.928571
105.000000, -175.000000, 8.928571, -8.928571
104.571429, -175.428571, 8.928571, -8.928571
103.000000, -177.000000, 8.928571, -8.928571
101.857143, -178.142857, 8.928571, -8.928571
101.428571, -178.571429, 8.928571, -8.928571
100.642857, -179.357143, 8.928571, -8.928571
99.857143, -180.142857, 8.928571, -8.928571
101.000000, -179.000000, 8.928571, -8.928571
107.000000, -173.000000, 8.928571, -8.928571
114.500000, -165.500000, 8.928571, -8.928571
121.642857, -158.357143, 8.928571, -8.928571
127.214286, -152.785714, 8.928571, -8.928571
131.214286, -148.785714, 8.928571, -8.928571
133.571429, -146.428571, 8.928571, -8.928571
133.571429, -146.428571, 8.928571, -8.928571
130.000000, -150.000000, 8.928571, -8.928571
122.071429, -157.928571, 8.928571, -8.928571
116.928571, -163.071429, 8.928571, -8.928571
113.714286, -166.285714, 8.928571, -8.928571
110.928571, -169.071429, 8.928571, -8.928571
109.000000, -171.000000, 8.928571, -8.928571
107.785714, -172.214286, 8.928571, -8.928571
106.571429, -173.428571, 8.928571, -8.928571
105.785714, -174.214286, 8.928571, -8.928571
104.571429, -175.428571, 8.928571, -8.928571
103.785714, -176.214286, 8.928571, -8.928571
103.000000, -177.000000, 8.928571, -8.928571
101.428571, -178.571429, 8.928571, -8.928571
101.000000, -179.000000, 8.928571, -8.928571
100.642857, -179.357143, 8.928571, -8.928571
100.214286, -179.785714, 8.928571, -8.928571
101.428571, -178.571429, 8.928571, -8.928571
107.357143, -172.642857, 8.928571, -8.928571
114.928571, -165.071429, 8.928571, -8.928571
122.071429, -157.928571, 8.928571, -8.928571
128.000000, -152.000000, 8.928571, -8.928571
132.000000, -148.000000, 8.928571, -8.928571
134.357143, -145.642857, 8.928571, -8.928571
134.357143, -145.642857, 8.928571, -8.928571
130.785714, -149.214286, 8.928571, -8.928571
122.428571, -157.571429, 8.928571, -8.928571
117.285714, -162.714286, 8.928571, -8.928571
113.714286, -166.285714, 8.928571, -8.928571
110.928571, -169.071429, 8.928571, -8.928571
109.000000, -171.000000, 8.928571, -8.928571
107.785714, -172.214286, 8.928571, -8.928571
106.571429, -173.428571, 8.928571, -8.928571
105.785714, -174.214286, 8.928571, -8.928571
105.000000, -175.000000, 8.928571, -8.928571
104.214286, -175.785714, 8.928571, -8.928571
103.000000, -177.000000, 8.928571, -8.928571
101.857143, -178.142857, 8.928571, -8.928571
101.000000, -179.000000, 8.928571, -8.928571
101.000000, -179.000000, 8.928571, -8.928571
100.214286, -179.785714, 8.928571, -8.928571
101.428571, -178.571429, 8.928571, -8.928571
107.785714, -172.214286, 8.928571, -8.928571
115.285714, -164.714286, 8.928571, -8.928571
122.857143, -157.142857, 8.928571, -8.928571
128.428571, -151.571429, 8.928571, -8.928571
132.357143, -147.642857, 8.928571, -8.928571
134.785714, -145.214286, 8.928571, -8.928571
134.785714, -145.214286, 8.928571, -8.928571
131.214286, -148.785714, 8.928571, -8.928571
122.428571, -157.571429, 8.928571, -8.928571
116.928571, -163.071429, 8.928571, -8.928571
113.357143, -166.642857, 8.928571, -8.928571
110.571429, -169.428571, 8.928571, -8.928571
108.571429, -171.428571, 8.928571, -8.928571
107.357143, -172.642857, 8.928571, -8.928571
106.571429, -173.428571, 8.928571, -8.928571
106.214286, -173.785714, 8.928571, -8.928571
105.428571, -174.571429, 8.928571, -8.928571
104.214286, -175.785714, 8.928571, -8.928571
103.428571, -176.571429, 8.928571, -8.928571
101.857143, -178.142857, 8.928571, -8.928571
101.428571, -178.571429, 8.928571, -8.928571
101.000000, -179.000000, 8.928571, -8.928571
100.642857, -179.357143, 8.928571, -8.928571
101.857143, -178.142857, 8.928571, -8.928571
107.785714, -172.214286, 8.928571, -8.928571
115.714286, -164.285714, 8.928571, -8.928571
122.857143, -157.142857, 8.928571, -8.928571
128.785714, -151.214286, 8.928571, -8.928571
132.785714, -147.214286, 8.928571, -8.928571
135.142857, -144.857143, 8.928571, -8.928571
135.142857, -144.857143, 8.928571, -8.928571
131.214286, -148.785714, 8.928571, -8.928571
122.428571, -157.571429, 8.928571, -8.928571
116.928571, -163.071429, 8.928571, -8.928571
112.928571, -167.071429, 8.928571, -8.928571
110.142857, -169.857143, 8.928571, -8.928571
108.142857, -171.857143, 8.928571, -8.928571
107.000000, -173.000000, 8.928571, -8.928571
106.214286, -173.785714, 8.928571, -8.928571
105.428571, -174.571429, 8.928571, -8.928571
104.571429, -175.428571, 8.928571, -8.928571
103.785714, -176.214286, 8.928571, -8.928571
102.642857, -177.357143, 8.928571, -8.928571
101.000000, -179.000000, 8.928571, -8.928571
100.214286, -179.785714, 8.928571, -8.928571
100.214286, -179.785714, 8.928571, -8.928571
99.428571, -180.571429, 8.928571, -8.928571
101.000000, -179.000000, 8.928571, -8.928571
107.357143, -172.642857, 8.928571, -8.928571
115.285714, -164.714286, 8.928571, -8.928571
122.857143, -157.142857, 8.928571, -8.928571
128.785714, -151.214286, 8.928571, -8.928571
132.785714, -147.214286, 8.928571, -8.928571
135.571429, -144.428571, 8.928571, -8.928571
135.571429, -144.428571, 8.928571, -8.928571
131.571429, -148.428571, 8.928571, -8.928571
122.857143, -157.142857, 8.928571, -8.928571
117.285714, -162.714286, 8.928571, -8.928571
113.357143, -166.642857, 8.928571, -8.928571
110.571429, -169.428571, 8.928571, -8.928571
108.571429, -171.428571, 8.928571, -8.928571
107.357143, -172.642857, 8.928571, -8.928571
106.214286, -173.785714, 8.928571, -8.928571
105.785714, -174.214286, 8.928571, -8.928571
104.571429, -175.428571, 8.928571, -8.928571
103.785714, -176.214286, 8.928571, -8.928571
103.000000, -177.000000, 8.928571, -8.928571
101.000000, -179.000000, 8.928571, -8.928571
100.642857, -179.357143, 8.928571, -8.928571
100.214286, -179.785714, 8.928571, -8.928571
99.428571, -180.571429, 8.928571, -8.928571
101.000000, -179.000000, 8.928571, -8.928571
107.357143, -172.642857, 8.928571, -8.928571
115.285714, -164.714286, 8.928571, -8.928571
123.285714, -156.714286, 8.928571, -8.928571
129.214286, -150.785714, 8.928571, -8.928571
133.142857, -146.857143, 8.928571, -8.928571
135.571429, -144.428571, 8.928571, -8.928571
135.571429, -144.428571, 8.928571, -8.928571
132.000000, -148.000000, 8.928571, -8.928571
123.285714, -156.714286, 8.928571, -8.928571
117.714286, -162.285714, 8.928571, -8.928571
113.714286, -166.285714, 8.928571, -8.928571
110.571429, -169.428571, 8.928571, -8.928571
108.571429, -171.428571, 8.928571, -8.928571
107.357143, -172.642857, 8.928571, -8.928571
106.214286, -173.785714, 8.928571, -8.928571
105.785714, -174.214286, 8.928571, -8.928571
104.571429, -175.428571, 8.928571, -8.928571
103.785714, -176.214286, 8.928571, -8.928571
102.642857, -177.357143, 8.928571, -8.928571
100.642857, -179.357143, 8.928571, -8.928571
99.857143, -180.142857, 8.928571, -8.928571
99.428571, -180.571429, 8.928571, -8.928571
99.071429, -180.928571, 8.928571, -8.928571
100.642857, -179.357143, 8.928571, -8.928571
107.000000, -173.000000, 8.928571, -8.928571
115.285714, -164.714286, 8.928571, -8.928571
122.857143, -157.142857, 8.928571, -8.928571
128.785714, -151.214286, 8.928571, -8.928571
133.142857, -146.857143, 8.928571, -8.928571
135.928571, -144.071429, 8.928571, -8.928571
135.928571, -144.071429, 8.928571, -8.928571
132.000000, -148.000000, 8.928571, -8.928571
123.285714, -156.714286, 8.928571, -8.928571
117.714286, -162.285714, 8.928571, -8.928571
113.357143, -166.642857, 8.928571, -8.928571
110.142857, -169.857143, 8.928571, -8.928571
108.571429, -171.428571, 8.928571, -8.928571
107.357143, -172.642857, 8.928571, -8.928571
105.785714, -174.214286, 8.928571, -8.928571
105.000000, -175.000000, 8.928571, -8.928571
103.785714, -176.214286, 8.928571, -8.928571
103.000000, -177.000000, 8.928571, -8.928571
101.857143, -178.142857, 8.928571, -8.928571
99.857143, -180.142857, 8.928571, -8.928571
99.071429, -180.928571, 8.928571, -8.928571
98.642857, -181.357143, 8.928571, -8.928571
98.285714, -181.714286, 8.928571, -8.928571
100.214286, -179.785714, 8.928571, -8.928571
107.000000, -173.000000, 8.928571, -8.928571
115.285714, -164.714286, 8.928571, -8.928571
123.285714, -156.714286, 8.928571, -8.928571
129.214286, -150.785714, 8.928571, -8.928571
133.571429, -146.428571, 8.928571, -8.928571
136.357143, -143.642857, 8.928571, -8.928571
136.714286, -143.285714, 8.928571, -8.928571
132.785714, -147.214286, 8.928571, -8.928571
123.642857, -156.357143, 8.928571, -8.928571
117.285714, -162.714286, 8.928571, -8.928571
112.928571, -167.071429, 8.928571, -8.928571
109.785714, -170.214286, 8.928571, -8.928571
107.785714, -172.214286, 8.928571, -8.928571
107.000000, -173.000000, 8.928571, -8.928571
105.428571, -174.571429, 8.928571, -8.928571
104.214286, -175.785714, 8.928571, -8.928571
103.000000, -177.000000, 8.928571, -8.928571
102.642857, -177.357143, 8.928571, -8.928571
101.428571, -178.571429, 8.928571, -8.928571
99.428571, -180.571429, 8.928571, -8.928571
99.071429, -180.928571, 8.928571, -8.928571
98.642857, -181.357143, 8.928571, -8.928571
98.285714, -181.714286, 8.928571, -8.928571
100.214286, -179.785714, 8.928571, -8.928571
107.000000, -173.000000, 8.928571, -8.928571
115.714286, -164.285714, 8.928571, -8.928571
123.642857, -156.357143, 8.928571, -8.928571
130.000000, -150.000000, 8.928571, -8.928571
134.357143, -145.642857, 8.928571, -8.928571
137.142857, -142.857143, 8.928571, -8.928571
137.571429, -142.428571, 8.928571, -8.928571
133.571429, -146.428571, 8.928571, -8.928571
124.428571, -155.571429, 8.928571, -8.928571
117.714286, -162.285714, 8.928571, -8.928571
113.357143, -166.642857, 8.928571, -8.928571
110.571429, -169.428571, 8.928571, -8.928571
108.571429, -171.428571, 8.928571, -8.928571
107.357143, -172.642857, 8.928571, -8.928571
105.785714, -174.214286, 8.928571, -8.928571
104.571429, -175.428571, 8.928571, -8.928571
103.428571, -176.571429, 8.928571, -8.928571
102.642857, -177.357143, 8.928571, -8.928571
101.857143, -178.142857, 8.928571, -8.928571
99.857143, -180.142857, 8.928571, -8.928571
99.071429, -180.928571, 8.928571, -8.928571
98.642857, -181.357143, 8.928571, -8.928571
97.857143, -182.142857, 8.928571, -8.928571
100.214286, -179.785714, 8.928571, -8.928571
107.357143, -172.642857, 8.928571, -8.928571
115.714286, -164.285714, 8.928571, -8.928571
124.071429, -155.928571, 8.928571, -8.928571
130.428571, -149.571429, 8.928571, -8.928571
134.785714, -145.214286, 8.928571, -8.928571
137.571429, -142.428571, 8.928571, -8.928571
137.928571, -142.071429, 8.928571, -8.928571
134.357143, -145.642857, 8.928571, -8.928571
124.857143, -155.142857, 8.928571, -8.928571
118.071429, -161.928571, 8.928571, -8.928571
113.714286, -166.285714, 8.928571, -8.928571
110.571429, -169.428571, 8.928571, -8.928571
108.571429, -171.428571, 8.928571, -8.928571
107.357143, -172.642857, 8.928571, -8.928571
106.214286, -173.785714, 8.928571, -8.928571
104.571429, -175.428571, 8.928571, -8.928571
103.428571, -176.571429, 8.928571, -8.928571
102.642857, -177.357143, 8.928571, -8.928571
101.428571, -178.571429, 8.928571, -8.928571
99.428571, -180.571429, 8.928571, -8.928571
99.071429, -180.928571, 8.928571, -8.928571
98.285714, -181.714286, 8.928571, -8.928571
97.428571, -182.571429, 8.928571, -8.928571
100.214286, -179.785714, 8.928571, -8.928571
107.357143, -172.642857, 8.928571, -8.928571
116.142857, -163.857143, 8.928571, -8.928571
124.071429, -155.928571, 8.928571, -8.928571
130.785714, -149.214286, 8.928571, -8.928571
135.142857, -144.857143, 8.928571, -8.928571
137.928571, -142.071429, 8.928571, -8.928571
138.357143, -141.642857, 8.928571, -8.928571
134.357143, -145.642857, 8.928571, -8.928571
125.214286, -154.785714, 8.928571, -8.928571
118.500000, -161.500000, 8.928571, -8.928571
114.142857, -165.857143, 8.928571, -8.928571
111.357143, -168.642857, 8.928571, -8.928571
109.357143, -170.642857, 8.928571, -8.928571
107.785714, -172.214286, 8.928571, -8.928571
106.214286, -173.785714, 8.928571, -8.928571
105.000000, -175.000000, 8.928571, -8.928571
103.428571, -176.571429, 8.928571, -8.928571
102.642857, -177.357143, 8.928571, -8.928571
101.428571, -178.571429, 8.928571, -8.928571
99.428571, -180.571429, 8.928571, -8.928571
98.642857, -181.357143, 8.928571, -8.928571
98.285714, -181.714286, 8.928571, -8.928571
97.428571, -182.571429, 8.928571, -8.928571
100.642857, -179.357143, 8.928571, -8.928571
108.142857, -171.857143, 8.928571, -8.928571
116.928571, -163.071429, 8.928571, -8.928571
125.214286, -154.785714, 8.928571, -8.928571
131.571429, -148.428571, 8.928571, -8.928571
135.928571, -144.071429, 8.928571, -8.928571
139.142857, -140.857143, 8.928571, -8.928571
139.500000, -140.500000, 8.928571, -8.928571
135.571429, -144.428571, 8.928571, -8.928571
126.428571, -153.571429, 8.928571, -8.928571
119.285714, -160.714286, 8.928571, -8.928571
114.928571, -165.071429, 8.928571, -8.928571
112.142857, -167.857143, 8.928571, -8.928571
109.785714, -170.214286, 8.928571, -8.928571
108.142857, -171.857143, 8.928571, -8.928571
106.571429, -173.428571, 8.928571, -8.928571
105.000000, -175.000000, 8.928571, -8.928571
103.785714, -176.214286, 8.928571, -8.928571
103.000000, -177.000000, 8.928571, -8.928571
101.428571, -178.571429, 8.928571, -8.928571
99.428571, -180.571429, 8.928571, -8.928571
99.071429, -180.928571, 8.928571, -8.928571
98.285714, -181.714286, 8.928571, -8.928571
97.428571, -182.571429, 8.928571, -8.928571
101.000000, -179.000000, 8.928571, -8.928571
108.571429, -171.428571, 8.928571, -8.928571
117.285714, -162.714286, 8.928571, -8.928571
125.642857, -154.357143, 8.928571, -8.928571
132.357143, -147.642857, 8.928571, -8.928571
136.714286, -143.285714, 8.928571, -8.928571
139.928571, -140.071429, 8.928571, -8.928571
140.285714, -139.714286, 8.928571, -8.928571
136.357143, -143.642857, 8.928571, -8.928571
127.214286, -152.785714, 8.928571, -8.928571
120.071429, -159.928571, 8.928571, -8.928571
115.714286, -164.285714, 8.928571, -8.928571
112.571429, -167.428571, 8.928571, -8.928571
110.142857, -169.857143, 8.928571, -8.928571
108.571429, -171.428571, 8.928571, -8.928571
107.000000, -173.000000, 8.928571, -8.928571
105.428571, -174.571429, 8.928571, -8.928571
104.214286, -175.785714, 8.928571, -8.928571
103.428571, -176.571429, 8.928571, -8.928571
101.857143, -178.142857, 8.928571, -8.928571
100.214286, -179.785714, 8.928571, -8.928571
99.428571, -180.571429, 8.928571, -8.928571
98.642857, -181.357143, 8.928571, -8.928571
97.857143, -182.142857, 8.928571, -8.928571
101.857143, -178.142857, 8.928571, -8.928571
109.785714, -170.214286, 8.928571, -8.928571
118.500000, -161.500000, 8.928571, -8.928571
126.428571, -153.571429, 8.928571, -8.928571
133.142857, -146.857143, 8.928571, -8.928571
137.571429, -142.428571, 8.928571, -8.928571
140.714286, -139.285714, 8.928571, -8.928571
141.114508, -138.829253, 8.926778, -8.926778
137.142857, -142.857143, 8.928571, -8.928571
128.428571, -151.571429, 8.928571, -8.928571
121.285714, -158.714286, 8.928571, -8.928571
116.500000, -163.500000, 8.928571, -8.928571
113.357143, -166.642857, 8.928571, -8.928571
110.928571, -169.071429, 8.928571, -8.928571
109.357143, -170.642857, 8.928571, -8.928571
107.785714, -172.214286, 8.928571, -8.928571
106.214286, -173.785714, 8.928571, -8.928571
105.000000, -175.000000, 8.928571, -8.928571
104.214286, -175.785714, 8.928571, -8.928571
102.642857, -177.357143, 8.928571, -8.928571
101.000000, -179.000000, 8.928571, -8.928571
100.642857, -179.357143, 8.928571, -8.928571
99.428571, -180.571429, 8.928571, -8.928571
99.071429, -180.928571, 8.928571, -8.928571
103.000000, -177.000000, 8.928571, -8.928571
110.571429, -169.428571, 8.928571, -8.928571
119.285714, -160.714286, 8.928571, -8.928571
127.642857, -152.357143, 8.928571, -8.928571
134.357143, -145.642857, 8.928571, -8.928571
138.714286, -141.285714, 8.928571, -8.928571
141.846908, -137.991984, 8.923434, -8.923434
142.179230, -137.611222, 8.921889, -8.921889
138.714286, -141.285714, 8.928571, -8.928571
